isNull,original,translated,back_translated
False,▁ကျွန်ုပ်၏ ဟော ပြော ပွဲ တွင် ▁မ ော် နီ ကာ ကို ▁မ ဖော်ပြထား သော်လည်း ▁ကျွန်ုပ် မေး ခဲ့သော ▁ပထမဆုံး မေးခွန်း မှာ ▁ မို နီ ကာ လီ ဝင် စ က ီး ကိစ္စ ကြောင့် ▁ဖြစ်ပေါ်လာ သော ▁အနှောင့်အယှက် အားလုံးကို ▁သမ္မတ က လင် တန် က ▁မည်သို့ လုပ်ဆောင် နိုင် မည်နည်း။,ကျွန်ုပ်၏ ဟော ပြော ပွဲ တွင် မ ော် နီ ကာ ကို မ ဖော်ပြထား သော်လည်း ကျွန်ုပ် မေး ခဲ့သော ပထမဆုံး မေးခွန်း မှာ မို နီ ကာ လီ ဝင် စ က ီး ကိစ္စ ကြောင့် ဖြစ်ပေါ်လာ သော အနှောင့်အယှက် အားလုံးကို သမ္မတ က လင် တန် က မည်သို့ လုပ်ဆောင် နိုင် မည်နည်း။,ကျွန်ုပ်၏ ဟော ပြော ပွဲ တွင် မ ော် နီ ကာ ကို မ ဖော်ပြထား သော်လည်း ကျွန်ုပ် မေး ခဲ့သော ပထမဆုံး မေးခွန်း မှာ မို နီ ကာ လီ ဝင် စ က ီး ကိစ္စ ကြောင့် ဖြစ်ပေါ်လာ သော အနှောင့်အယှက် အားလုံးကို သမ္မတ က လင် တန် က မည်သို့ လုပ်ဆောင် နိုင် မည်နည်း။
False,▁မြို့တွင်း ပို့ ဆောင် ရေး ဝန်ဆောင်မှုပေးသူ များအတွက် ▁ငွေ တန်ဖိုး ၊ ▁ လောင် စာ ဆီ နှင့် ▁ပြုပြင် ထိန်းသိမ်း မှု များအတွက် ▁စာတိုက်ဝန်ဆောင် မှု အကောင့် များကို ▁ပိုင်းခြား စိတ် ဖြ ာ ခြင်းဖြင့် ▁လမ်းကြောင်း တစ် ကြောင်း အတွက် ▁ပျမ်းမျှ မြို့ တွင်း ပို့ ဆောင် ရေး ယာဉ် ကုန်ကျစရိတ် ကို ▁ခန့်မှန်း ထားပါသည်။,မြို့တွင်း ပို့ ဆောင် ရေး ဝန်ဆောင်မှုပေးသူ များအတွက် ငွေ တန်ဖိုး ၊ လောင် စာ ဆီ နှင့် ပြုပြင် ထိန်းသိမ်း မှု များအတွက် စာတိုက်ဝန်ဆောင် မှု အကောင့် များကို ပိုင်းခြား စိတ် ဖြ ာ ခြင်းဖြင့် လမ်းကြောင်း တစ် ကြောင်း အတွက် ပျမ်းမျှ မြို့ တွင်း ပို့ ဆောင် ရေး ယာဉ် ကုန်ကျစရိတ် ကို ခန့်မှန်း ထားပါသည်။,မြို့တွင်း ပို့ ဆောင် ရေး ဝန်ဆောင်မှုပေးသူ များအတွက် ငွေ တန်ဖိုး ၊ လောင် စာ ဆီ နှင့် ပြုပြင် ထိန်းသိမ်း မှု များအတွက် စာတိုက်ဝန်ဆောင် မှု အကောင့် များကို ပိုင်းခြား စိတ် ဖြ ာ ခြင်းဖြင့် လမ်းကြောင်း တစ် ကြောင်း အတွက် ပျမ်းမျှ မြို့ တွင်း ပို့ ဆောင် ရေး ယာဉ် ကုန်ကျစရိတ် ကို ခန့်မှန်း ထားပါသည်။
False,▁ဘာကြောင့် လဲ ▁ ဆိုတော့ ▁ဒါက ▁ကျွန်တော့်ရဲ့ ▁ ငယ် ဘဝ ▁စိတ်ကူး ထဲမှာ ▁ကစား နေ လို့ ပါ။,ဘာကြောင့် လဲ ဆိုတော့ ဒါက ကျွန်တော့်ရဲ့ ငယ် ဘဝ စိတ်ကူး ထဲမှာ ကစား နေ လို့ ပါ။,ဘာကြောင့် လဲ ဆိုတော့ ဒါက ကျွန်တော့်ရဲ့ ငယ် ဘဝ စိတ်ကူး ထဲမှာ ကစား နေ လို့ ပါ။
False,▁ နှ ေး တယ် ▁ဟေ့ ▁အခု ▁စျေးကွက် မှာ ▁ပိုကောင်း တဲ့ ▁စက် တွေ ▁အများကြီး ▁ ရှိတယ်။,နှ ေး တယ် ဟေ့ အခု စျေးကွက် မှာ ပိုကောင်း တဲ့ စက် တွေ အများကြီး ရှိတယ်။,နှ ေး တယ် ဟေ့ အခု စျေးကွက် မှာ ပိုကောင်း တဲ့ စက် တွေ အများကြီး ရှိတယ်။
False,▁ သန့်ရှင်း ရာ ဌာန ၏ အလယ် ဗဟို တွင်၊ ▁တစ်ချိန်က ▁Ho ru s ▁၏ မြင့် မြတ် သော ▁bar que ▁ကို ကိုင် ဆောင် ထားသည့် သေး ငယ် သော ကျောက် တုံး ဗိမာန် တစ်ခုရှိသည်။,သန့်ရှင်း ရာ ဌာန ၏ အလယ် ဗဟို တွင်၊ တစ်ချိန်က Ho ru s ၏ မြင့် မြတ် သော bar que ကို ကိုင် ဆောင် ထားသည့် သေး ငယ် သော ကျောက် တုံး ဗိမာန် တစ်ခုရှိသည်။,သန့်ရှင်း ရာ ဌာန ၏ အလယ် ဗဟို တွင်၊ တစ်ချိန်က Ho ru s ၏ မြင့် မြတ် သော bar que ကို ကိုင် ဆောင် ထားသည့် သေး ငယ် သော ကျောက် တုံး ဗိမာန် တစ်ခုရှိသည်။
False,▁U ni t ed ▁St ate s ▁Post al ▁Service ▁ကို ▁ သုံးသပ် ကြည့်ပါ။,U ni t ed St ate s Post al Service ကို သုံးသပ် ကြည့်ပါ။,U ni t ed St ate s Post al Service ကို သုံးသပ် ကြည့်ပါ။
False,▁ ဝတ်စုံ ပြည့် နဲ့ ။,ဝတ်စုံ ပြည့် နဲ့ ။ ။,ဝတ်စုံ ပြည့် နဲ့ ။ ။ ။
False,▁သင့် ခရီး သည် ▁ခက်ခဲ မည်ဖြစ်ပြီး ▁တစ်ခါတစ်ရံ တွင် ▁သင့် ကိုယ် သင် ▁သံသယ ဖြစ် တတ် သော်လည်း ▁ဖောက်သည် များအတွက် ▁အကျိုးကျေးဇူး များသည် ▁ ထိုက် တန် ပြီး ▁စနစ် သစ် သည် ▁ယခင်က ထက် ▁ပိုကောင်း သည်ဟု ▁သဘောထား ကွဲ လွဲ သူ အများစု ကို ပင် ▁ကြား နာ ရ ခြင်း၏ ▁ ကျေနပ် မှုသည် ▁ နက် နက်ရှိုင်း ရှ ိုင်း ပင် ▁ဖြစ်သည်။ ▁ ဆု လာ ဘ် ။,သင့် ခရီး သည် ခက်ခဲ မည်ဖြစ်ပြီး တစ်ခါတစ်ရံ တွင် သင့် ကိုယ် သင် သံသယ ဖြစ် တတ် သော်လည်း ဖောက်သည် များအတွက် အကျိုးကျေးဇူး များသည် ထိုက် တန် ပြီး စနစ် သစ် သည် ယခင်က ထက် ပိုကောင်း သည်ဟု သဘောထား ကွဲ လွဲ သူ အများစု ကို ပင် ကြား နာ ရ ခြင်း၏ ကျေနပ် မှုသည် နက် နက်ရှိုင်း ရှ ရှ ိုင်း ပင် ဖြစ်သည်။ ဆု လာ ဘ် ။,သင့် ခရီး သည် ခက်ခဲ မည်ဖြစ်ပြီး တစ်ခါတစ်ရံ တွင် သင့် ကိုယ် သင် သံသယ ဖြစ် တတ် သော်လည်း ဖောက်သည် များအတွက် အကျိုးကျေးဇူး များသည် ထိုက် တန် ပြီး စနစ် သစ် သည် ယခင်က ထက် ပိုကောင်း သည်ဟု သဘောထား ကွဲ လွဲ သူ အများစု ကို ပင် ကြား နာ ရ ခြင်း၏ ကျေနပ် မှုသည် နက် နက်ရှိုင်း ရှ ရှ ရှ ရှ ိုင်း ပင် ဖြစ်သည်။ ဆု လာ ဘ် ။
False,▁S he s ol ▁ကိုးကား သော ▁ မှတ် သား ဖွယ်ရာ ▁က ိန်း ဂဏန်း တစ်ခုကို ▁ယူ ပါ၊ ▁သို့သော် ▁အတော်လေး ▁မ ဆန်း စစ် ဘဲ ▁ကျော် သွား ပါစေ ။,S he s ol ကိုးကား သော မှတ် သား ဖွယ်ရာ က ိန်း ဂဏန်း တစ်ခုကို ယူ ပါ၊ သို့သော် အတော်လေး မ ဆန်း စစ် ဘဲ ကျော် သွား ပါစေ ။,S he s ol ကိုးကား သော မှတ် သား ဖွယ်ရာ က ိန်း ဂဏန်း တစ်ခုကို ယူ ပါ၊ သို့သော် အတော်လေး မ ဆန်း စစ် ဘဲ ကျော် သွား ပါစေ ။ ။ ။
False,▁ ကင် တပ် ကီ နှင့် ▁အ င် ဒီ ယာ း နား တွင် ▁နေထိုင် သူ ▁သန်း ဝက် လက် သို့ ▁ယခု လ အတွင်း ▁ဒေါ်လာ ထောင် ပေါင်းများစွာ ▁မ မျှော်လင့် ဘဲ ▁မကြာခဏဆိုသလို ▁ကျဆင်းသွား သည့် ▁ကောင်းကင် မှ ▁မ န ္ န မုန့် နှင့် တူ ပုံရသည်။,ကင် တပ် ကီ နှင့် အ င် ဒီ ယာ း နား တွင် နေထိုင် သူ သန်း ဝက် လက် သို့ ယခု လ အတွင်း ဒေါ်လာ ထောင် ပေါင်းများစွာ မ မျှော်လင့် ဘဲ မကြာခဏဆိုသလို ကျဆင်းသွား သည့် ကောင်းကင် မှ မ န ္ န မုန့် နှင့် တူ ပုံရသည်။,ကင် တပ် ကီ နှင့် အ င် ဒီ ယာ း နား တွင် နေထိုင် သူ သန်း ဝက် လက် သို့ ယခု လ အတွင်း ဒေါ်လာ ထောင် ပေါင်းများစွာ မ မျှော်လင့် ဘဲ မကြာခဏဆိုသလို ကျဆင်းသွား သည့် ကောင်းကင် မှ မ န ္ န မုန့် နှင့် တူ ပုံရသည်။
False,▁လူတစ်ဦးချင်းစီ သည် ▁၎င်းတို့၏ အချိန် များကို ▁ရင်းနှီး မြ ှ ပ် နှံ ရန် ▁ ရယူ ပြီး ▁ရန်ပုံငွေ များ ▁ လိုက် ပါ လာ မည်ဖြစ်သည်။,လူတစ်ဦးချင်းစီ သည် ၎င်းတို့၏ အချိန် များကို ရင်းနှီး မြ ှ ပ် နှံ ရန်,လူတစ်ဦးချင်းစီ သည် ၎င်းတို့၏ အချိန် များကို ရင်းနှီး မြ ှ ပ် နှံ ရန်
False,▁ဒေါ်လာ တစ် သော င်း သုံး နိုင် တာကြောင့် ▁ဗီဒီယို ကင် မ ရာ တစ်လုံး ရှိ ဖို့ ▁မကြာခဏ တွေး နေ ပေမယ့် ▁B ur t ▁Re yn old s ▁နဲ့ ▁E ve nin g ▁S ha de ▁ လို မျိုး ▁ အရာတွေကို ▁ ကြိုက်တယ် ▁အဲဒါကို ▁အရမ်း ကြိုက် တယ်။,ဒေါ်လာ တစ် သော င်း သုံး နိုင် တာကြောင့် ဗီဒီယို ကင် မ ရာ တစ်လုံး ရှိ ဖို့ မကြာခဏ တွေး နေ ပေမယ့် B ur t Re yn old s နဲ့ E ve nin g S ha de လို မျိုး အရာတွေကို ကြိုက်တယ် အဲဒါကို အရမ်း ကြိုက် တယ်။,ဒေါ်လာ တစ် သော င်း သုံး နိုင် တာကြောင့် ဗီဒီယို ကင် မ ရာ တစ်လုံး ရှိ ဖို့ မကြာခဏ တွေး နေ ပေမယ့် B ur t Re yn old s နဲ့ E ve nin g S ha de လို မျိုး အရာတွေကို ကြိုက်တယ် အဲဒါကို အရမ်း ကြိုက် တယ်။
False,▁မြေပြင် က လူ က ▁ခဏလောက် စဉ်းစား ပြီး ▁ပြန် အော် တယ်၊ ▁မင်း စီမံခန့်ခွဲမှု မှာ ▁အလုပ်လုပ် ရမယ်။,မြေပြင် က လူ က ခဏလောက် စဉ်းစား ပြီး ပြန် အော် တယ်၊ မင်း စီမံခန့်ခွဲမှု မှာ အလုပ်လုပ် ရမယ်။,မြေပြင် က လူ က ခဏလောက် စဉ်းစား ပြီး ပြန် အော် တယ်၊ မင်း စီမံခန့်ခွဲမှု မှာ အလုပ်လုပ် ရမယ်။
False,▁မည်သို့ ပင်ဆိုစေကာမူ ၊ ▁အကဲဖြတ် မေးခွန်း သည် ▁မည်မျှ ကျေနပ် ဖွယ် တိုးတက်မှု ဖြစ်သည် ▁သို့မဟုတ် ▁အကောင်အထည်ဖော် မှု ပြဿနာ များအတွက် ▁အကြောင်းရင်း များကို ▁GAO ▁အား ▁အစီရင်ခံ ရန် ▁လိုအပ် ပါက၊ ▁အချိန် ကြာ လာသည်နှင့်အမျှ ▁site ▁ ပေါ်တွင် ရှိ နိုင်သော ဝန်ထမ်းများ ၊ ▁ အရေအတွက် များ သလောက် ▁အခြေအနေ ကို ▁ဆန်းစစ် ရန်အတွက် ▁ ric H e ▁၏ ▁အ ထူ ဆုံး ▁သို့မဟုတ် ▁အ ထူ ဆုံး အခြေခံ ဖြင့် ၊ ▁ပါဝင် ပတ်သက် သူများသည် ▁၎င်းကို မြင် သည်၊ ▁ကျွန်ုပ်တို့၏ ▁ကျိုးကြောင်း ဆီလျော် သော ▁ကောက် ချက် များနှင့် ▁နောက် ဆက် တွဲ ▁အကြံပြုချက်များ သည် ▁ပိုမို ခိုင်မာ လာ ပါ လိမ့်မည်။,H e ၏ အ ထူ ဆုံး သို့မဟုတ် အ ထူ ဆုံး သို့မဟုတ် အ ထူ ဆုံး အခြေခံ ဖြင့် ၊ ပါဝင် ပတ်သက် သူများသည် ၎င်းကို မြင် သည်၊ ကျွန်ုပ်တို့၏ ကျိုးကြောင်း ဆီလျော် သော ကောက် ချက် များနှင့် နောက် ဆက် တွဲ အကြံပြုချက်များ သည် ပိုမို ခိုင်မာ လာ ပါ လိမ့်မည်။,H e ၏ အ ထူ ဆုံး သို့မဟုတ် အ ထူ ဆုံး သို့မဟုတ် အ ထူ ဆုံး သို့မဟုတ် အ ထူ ဆုံး အခြေခံ ဖြင့် ၊ ပါဝင် ပတ်သက် သူများသည် ၎င်းကို မြင် သည်၊ ကျွန်ုပ်တို့၏ ကျိုးကြောင်း ဆီလျော် သော ကောက် ချက် များနှင့် နောက် ဆက် တွဲ အကြံပြုချက်များ သည် ပိုမို ခိုင်မာ လာ ပါ လိမ့်မည်။
False,▁စီးပွားရေး လည်း ▁ပိုကောင်း လာ နိုင်တယ်။,စီးပွားရေး လည်း ပိုကောင်း လာ နိုင်တယ်။,စီးပွားရေး လည်း ပိုကောင်း လာ နိုင်တယ်။ ။
False,▁အထူးသဖြင့် ▁ ဂျ ိန်း အ ယူ ဝါဒ တွင် ▁ တောင်တန်းများ နှင့် ▁တောင် များကို ▁ သန့်ရှင်း စေပါသည်။,ဂျ ိန်း အ ယူ ဝါဒ,ဂျ ိန်း အ ယူ ဝါဒ
False,▁ကျော်ကြား သော ▁အိမ် ရာ များ ▁( သို့ မဟုတ် ) ▁မြေ များကို ▁စတင် တည်ဆောက် ခဲ့သည်။,ကျော်ကြား သော အိမ် ရာ များ ( သို့ မဟုတ် ) မြေ,ကျော်ကြား သော အိမ် ရာ များ ( သို့ မဟုတ် ) မြေ
False,▁ဤ အံ့သြ ဖွယ်ကောင်းသော ▁ယဉ်ကျေးမှု များ ▁ပေါင်းစပ် မှု အလယ် တွင် ▁ဆက်လက် တည် မြ ဲ ရန် ▁ စိတ်အားထက်သန် မှု တစ်ခုဖြစ်သည်။,ဤ အံ့သြ ဖွယ်ကောင်းသော ယဉ်ကျေးမှု အလယ် တွင် ဆက်လက် တည် မြ ဲ ရန် စိတ်အားထက်သန် မှု တစ်ခုဖြစ်သည်။,ဤ အံ့သြ ဖွယ်ကောင်းသော ယဉ်ကျေးမှု အလယ် တွင် ဆက်လက် တည် မြ ဲ ရန် စိတ်အားထက်သန် မှု တစ်ခုဖြစ်သည်။
False,▁မြင် း ဆွဲ ယာဉ် အဖြစ် ▁ စင် မြင့် ထက် တွင် ▁ ဘေး ဖယ် ထား ကာ ▁လူကြိုက်များ သော ▁အ မွှေး အ ကြ ိုင် ပစ္စည်းများ ၊ ▁ဒ ုံ း ပျံ တစ် ပိုင်း နှင့် ▁New s ▁ Q u i z ▁ပါဝင်သူများ ထံမှ ▁အခမဲ့ စီး နင်း ခွင့် ရ ပုံ ရ သည့် ▁Ga il ▁S he e hy ▁( G a il ▁S he e hy ) ▁ကို ▁ လှ ောင် ပြောင် ရန် ▁ အခွင့်အရေး တစ်ခု ▁ဤ မေးခွန်း သည် ▁တီထွင် မှုကို ▁တောင်းဆို ခဲ့သည် ၊ ▁ ကြမ်းတမ်း တဲ့ ▁ ပြဇာတ် ပွဲ ၊ ▁ဒါက ▁မ လွယ် ဘူး။,မြင် း ဆွဲ ယာဉ် အဖြစ် စင် မြင့် ထက် တွင် ဘေး ဖယ် ထား ကာ လူကြိုက်များ သော အ မွှေး အ ကြ ိုင် ပစ္စည်းများ ၊ ဒ ုံ း ပျံ တစ် ပိုင်း နှင့် New s Q u i z ပါဝင်သူများ ထံမှ အခမဲ့ စီး နင်း ခွင့် ရ ပုံ ရ သည့် Ga il S he e hy ( G a il S he e hy ) ကို လှ ောင် ပြောင် ရန် အခွင့်အရေး,မြင် း ဆွဲ ယာဉ် အဖြစ် စင် မြင့် ထက် တွင် ဘေး ဖယ် ထား ကာ လူကြိုက်များ သော အ မွှေး အ ကြ ိုင် ပစ္စည်းများ ၊ ဒ ုံ း ပျံ တစ် ပိုင်း နှင့် New s Q u i z ကို လှ ောင် ပြောင် ရန် အခွင့်အရေး
False,▁တိုက်ခန်း ပိုင်ရှင် ထံ ▁ လျှောက် လဲ ချက် သည် ▁မည်သည့် နေရာ မှ ▁မ ရောက် ပါ။,တိုက်ခန်း ပိုင်ရှင် ထံ လျှောက် လဲ ချက်,တိုက်ခန်း ပိုင်ရှင် ထံ လျှောက် လဲ ချက် ချက်
False,▁မစ္စစ် ကာ ဗ င် ဒ စ် သည် ▁ ယ ော က ္ ခ မ ၏ အခန်း တွင် ▁ရှိနေ သည်။,မစ္စစ် ကာ ဗ င် ဒ စ် သည် ယ ော က ္ ခ မ ၏ အခန်း တွင် ရှိနေ သည်။,မစ္စစ် ကာ ဗ င် ဒ စ် သည် ယ ော က ္ ခ မ ၏ အခန်း တွင် ရှိနေ သည်။
False,▁ဒါပေမယ့် ▁မင်း ▁က ော် ဖီ သောက် မယ်လို့ ▁ငါ ထင် ခဲ့တယ်။,ဒါပေမယ့် မင်း က ော် ဖီ သောက် မယ်လို့ ငါ ထင်,ဒါပေမယ့် မင်း က ော် ဖီ သောက် မယ်လို့ ငါ ထင်
False,▁ငါတို့က ▁တ ချိန် လုံး ▁ နံ တယ်။,ငါတို့က တ ချိန် လုံး နံ တယ်။,ငါတို့က တ ချိန် လုံး နံ တယ်။
False,▁ပို ပို ၍ ▁ မှီခို နေရ သော ▁ကမ္ဘာ ကြီး တွင်၊ ▁အမေရိကန် လူမျိုးများ အပေါ် ▁သက်ရောက်မှုရှိ သော ▁ပြဿနာ များစွာကို ▁အခြား နိုင်ငံ များနှင့် ▁ပ ူး ပေါင်း ဆောင်ရွက် ခြင်းဖြင့် သာ ▁က ိုင်တွယ်ဖြေရှင်း နိုင်ပါသည်။,ပို ပို ၍ မှီခို နေရ သော ကမ္ဘာ ကြီး တွင်၊ အမေရိကန် လူမျိုးများ အပေါ် သက်ရောက်မှုရှိ သော ပြဿနာ များစွာကို အခြား နိုင်ငံ များနှင့် ပ ူး ပေါင်း ဆောင်ရွက် ခြင်းဖြင့် သာ က ိုင်တွယ်ဖြေရှင်း နိုင်ပါသည်။,ပို ပို ၍ မှီခို နေရ သော ကမ္ဘာ ကြီး တွင်၊ အမေရိကန် လူမျိုးများ အပေါ် သက်ရောက်မှုရှိ သော ပြဿနာ များစွာကို အခြား နိုင်ငံ များနှင့် ပ ူး ပေါင်း ဆောင်ရွက် ခြင်းဖြင့် သာ က ိုင်တွယ်ဖြေရှင်း နိုင်ပါသည်။
False,▁Ca ' daan ▁က ▁ဆက် ပြော သည် ▁။,Ca ' daan က ဆက် ပြော သည် ။,Ca ' daan က ဆက် ပြော သည် ။
False,▁စည်းမျဉ်း တွင် ▁ကလေး ရုပ် မြင် သံ ကြား ▁အစီအစဉ် အစီရင်ခံစာ ပါရှိသော ▁အများသူငှာ ▁စစ်ဆေး ခြင်းအတွက် ▁ ရုပ် သံ လွှင့် သူများကို ▁ထိန်းသိမ်းထား ရန်နှင့် ▁ထို အစီအစဉ်များ ၏ အစ တွင် ▁ကလေး များအား ▁ ပညာ ပေး ရန်နှင့် ▁အသိပေး ရန် ▁အထူး ဒီဇိုင်း ထုတ် ထားသော ▁ပရိုဂရမ် များကို ▁ခွဲခြားသတ်မှတ် ရန်နှင့် ▁ပရိုဂရမ် လမ်းညွှန် များကို ▁ ထုတ်ဝေ သူများထံ ▁ထို အချက်အလက်များကို ▁ပေးဆောင် ရန် ▁လိုအပ်သည်။,စည်းမျဉ်း တွင် ကလေး ရုပ် မြင် သံ ကြား အစီအစဉ် အစီရင်ခံစာ ပါရှိသော အများသူငှာ စစ်ဆေး ခြင်းအတွက် ရုပ် သံ လွှင့် သူများကို ထိန်းသိမ်းထား ရန်နှင့် ထို အစီအစဉ်များ ၏ အစ တွင် ကလေး များအား ပညာ ပေး ရန်နှင့် အသိပေး ရန် အထူး ဒီဇိုင်း ထုတ် ထားသော ပရိုဂရမ် များကို ခွဲခြားသတ်မှတ် ရန်နှင့် ပရိုဂရမ် လမ်းညွှန် များကို ထုတ်ဝေ သူများထံ ထို အချက်အလက်များကို ပေးဆောင် ရန် လိုအပ်သည်။,စည်းမျဉ်း တွင် ကလေး ရုပ် မြင် သံ ကြား အစီအစဉ် အစီရင်ခံစာ ပါရှိသော အများသူငှာ စစ်ဆေး ခြင်းအတွက် ရုပ် သံ လွှင့် သူများကို ထိန်းသိမ်းထား ရန်နှင့် ထို အစီအစဉ်များ ၏ အစ တွင် ကလေး များအား ပညာ ပေး ရန်နှင့် အသိပေး ရန် အထူး ဒီဇိုင်း ထုတ် ထားသော ပရိုဂရမ် များကို ခွဲခြားသတ်မှတ် ရန်နှင့် ပရိုဂရမ် လမ်းညွှန် များကို ထုတ်ဝေ သူများထံ ထို အချက်အလက်များကို ပေးဆောင် ရန် လိုအပ်သည်။
False,▁ ဆောင်း တွင်း ကျ ရင် ▁ဘယ်လောက် ပူ တယ်ဆိုတာ ▁ပြော ချင် တာက ▁အ အေး ဆုံး က ▁ ဆောင်း တွင်း မှာ ဆိုတော့ ▁ဘယ်လောက် ပူ လဲ။,အ အေး ဆုံး က ဆောင်း တွင်း မှာ ဆိုတော့ ဘယ်လောက် ပူ လဲ။,အ အေး ဆုံး က ဆောင်း တွင်း မှာ ဆိုတော့ ဘယ်လောက် ပူ လဲ။
False,▁အမျိုးသား တစ်ဦး စီ သည် ▁ သား ရေ ချပ် ဝတ် တန် ဆာ ကို ▁ ဝတ် ဆင် ကြပြီး ▁လေး လံ သော ▁မြင်းစီး သည့် ပုံစံ ကို ▁ ဝတ် ဆင် ကြသည်။,အမျိုးသား တစ်ဦး စီ သည် သား ရေ ချပ် ဝတ် တန် ဆာ ကို,အမျိုးသား တစ်ဦး စီ သည် သား ရေ ချပ် ဝတ် တန် ဆာ ကို
False,▁အဲဒီ လူ က ▁ချက်ချင်း သေ သင့်တယ်။,အဲဒီ လူ က ချက်ချင်း သေ သင့်တယ်။,အဲဒီ လူ က ချက်ချင်း သေ သင့်တယ်။
False,▁နွေရာသီ တွင် ▁ ဆန် သည် ▁အစိမ်းရောင် ▁က တ္တ ီ ပါ စောင် ပုံစံ ဖြစ်ပြီး ▁ ရင့် မှ ည ့် ပြီး ▁ ရိတ် သိမ်း ချိန် တွင် ▁ ဆောင်း ဦး တွင် ▁ရွှေ ရောင် ပြောင်း သည်။,နွေရာသီ တွင် ဆန် သည် အစိမ်းရောင် က တ္တ ီ ပါ စောင် ပုံစံ ဖြစ်ပြီး ရင့် မှ ည ့် ပြီး ရိတ် သိမ်း ချိန် တွင် ဆောင်း ဦး တွင် ရွှေ ရောင် ပြောင်း သည်။,နွေရာသီ တွင် ဆန် သည် အစိမ်းရောင် က တ္တ ီ ပါ စောင် ပုံစံ ဖြစ်ပြီး ရင့် မှ ည ့် ပြီး ရိတ် သိမ်း ချိန် တွင် ဆောင်း ဦး တွင် ရွှေ ရောင် ပြောင်း သည်။
False,▁Da i ly ▁W ork er ▁နှင့် ▁New ▁M asse s ▁၊ ▁19 30 ▁ခုနှစ် များမှ ▁ဆို ရှ ယ် လစ် စာတမ်း များကို ▁ မာ ့ က်စ် နှင့် ▁အ ိန် ဂျ ယ် များ၏ ▁ကိုးကား ချက် များဖြင့် ▁ င ြ ိ စွန်း နေ သကဲ့သို့ ▁E duc at ion al ▁Li b er ator ▁သည် ▁၎င်းတို့၏ ▁လစ်ဘရယ် ဝါဒီ များ ဖြစ်သည့် ▁F ri ed ri ch ▁Ha y ek ▁နှင့် ▁Lu d w ig ▁v on ▁Mi s es ▁ တို့ကို ▁ရည်ညွှန်း ခြင်းဖြင့် ▁ င ြ ိ စွန်း နေပါသည်။,Da i ly W ork er နှင့် New M asse s ၊ 19 30 ခုနှစ် များမှ ဆို ရှ ယ် လစ် စာတမ်း များကို မာ ့ က်စ် နှင့် အ ိန် ဂျ ယ် များ၏ ကိုးကား ချက် များဖြင့် င ြ ိ စွန်း နေ သကဲ့သို့ E duc at ion al Li b er ator သည် ၎င်းတို့၏ လစ်ဘရယ် ဝါဒီ များ ဖြစ်သည့် F ri ed ri ch Ha y ek နှင့် Lu d w ig v on Mi s es တို့ကို ရည်ညွှန်း ခြင်းဖြင့် င ြ ိ စွန်း နေပါသည်။,Da i ly W ork er နှင့် New M asse s ၊ 19 30 ခုနှစ် များမှ ဆို ရှ ယ် လစ် စာတမ်း များကို မာ ့ က်စ် နှင့် အ ိန် ဂျ ယ် များ၏ ကိုးကား ချက် များဖြင့် င ြ ိ စွန်း နေ သကဲ့သို့ E duc at ion al Li b er ator သည် ၎င်းတို့၏ လစ်ဘရယ် ဝါဒီ များ ဖြစ်သည့် F ri ed ri ch Ha y ek နှင့် Lu d w ig v on Mi s es တို့ကို ရည်ညွှန်း ခြင်းဖြင့် င ြ ိ စွန်း နေပါသည်။
