isNull,original,translated,back_translated
False,▁ဒေသခံ ▁ရဲ တွေ ▁အဆိုအရ ▁ ဇ ူ လို င် ▁၃ ၁ ▁ရက် နေ့ ▁ တနင်္ဂနွေ နေ့ ▁မှာ ▁လူသတ်မှု ▁ ဖြစ်ပွား ခဲ့တာ ▁ဖြစ်နိုင် ▁ပြီး ▁အနည်းဆုံး ▁သံသယ ရှိ သူ ▁၁၀ ▁ ယောက် ▁ကို ▁ မေးမြန်း ပြီး ပြီ ▁လို့ ▁ လည်း ပဲ ▁ဖော်ပြ ပါတယ် ▁။,ဒေသခံ ရဲ တွေ အဆိုအရ ဇ ူ လို င် ၃ ၁ ရက် နေ့ တနင်္ဂနွေ နေ့ မှာ လူသတ်မှု ဖြစ်ပွား ခဲ့တာ ဖြစ်နိုင် ပြီး အနည်းဆုံး သံသယ ရှိ သူ ၁၀ ယောက် ကို မေးမြန်း ပြီး ပြီ လို့ လည်း ပဲ ဖော်ပြ ပါတယ် ။,ဒေသခံ ရဲ တွေ အဆိုအရ ဇ ူ လို င် ၃ ၁ ရက် နေ့ တနင်္ဂနွေ နေ့ မှာ လူသတ်မှု ဖြစ်ပွား ခဲ့တာ ဖြစ်နိုင် ပြီး အနည်းဆုံး သံသယ ရှိ သူ ၁၀ ယောက် ကို မေးမြန်း ပြီး ပြီ လို့ လည်း ပဲ ဖော်ပြ ပါတယ် ။
False,▁ ဂျ ို နာ ▁ဒ ူ ဒ ူ ရှ ီ ▁ရဲ့ ▁ ခန္ဓာကိုယ် ▁ကို ▁သူမ ▁နေထိုင် ▁ တဲ့ ▁သူမ ရဲ့ ▁အခန်း ▁အ နား ▁မှာ ▁သူမ ရဲ့ ▁လ သား အရွယ် ▁ကလေး ▁နဲ့ ▁တွေ့ ခဲ့ ပါတယ် ▁။,ဂျ ို နာ ဒ ူ ဒ ူ ဒ ူ ရှ ီ ရဲ့ ခန္ဓာကိုယ် ကို သူမ နေထိုင် တဲ့ သူမ ရဲ့ အခန်း အ နား မှာ သူမ ရဲ့ လ သား အရွယ် ကလေး နဲ့ တွေ့ ခဲ့ ပါတယ် ။,ဂျ ို နာ ဒ ူ ဒ ူ ဒ ူ ဒ ူ ဒ ူ ရှ ီ ရဲ့ ခန္ဓာကိုယ် ကို သူမ နေထိုင် တဲ့ သူမ ရဲ့ အခန်း အ နား မှာ သူမ ရဲ့ လ သား အရွယ် ကလေး နဲ့ တွေ့ ခဲ့ ပါတယ် ။
False,▁ နယူး ▁ဟ မ ့် ရှား ▁ကား ▁ပြေး လမ်း ▁မှာ ▁၂၀ ၁ ၀ ▁ လန်း နေ ာ ့ ▁အ င် ဒ တ် စ် ထ ရီ ရယ် ▁ တူး ▁ ၃၀ ၁ ▁အတွင်း ▁ တနင်္ဂနွေ နေ့ ▁မှာ ▁န က်စ် ကာ ▁ တာ တို ▁ဖ လား ▁ ပွဲ စဉ် ▁ဒ ရ ိုင် ဘာ ▁ ဂျ င် မီ ▁ဂျွန် ဆန် ▁ဟာ ▁ ပြိုင်ပွဲ ရာသီ ▁၏ ▁သူ ရဲ့ ▁ဒုတိယ ▁ဆက် တိုက် ▁ ပြိုင်ပွဲ ▁မှာ ▁ အနိုင်ရ ခဲ့ ပါတယ် ▁။,နယူး ဟ မ ့် ရှား ကား ပြေး လမ်း မှာ ၂၀ ၁ ၀ လန်း နေ ာ ့ အ င် ဒ တ် စ် ထ ရီ ရယ် တူး ၃၀ ၁ အတွင်း တနင်္ဂနွေ နေ့ မှာ န က်စ် ကာ တာ တို ဖ လား ပွဲ စဉ် ဒ ရ ိုင် ဘာ ဂျ င် မီ ဂျွန် ဆန် ဟာ ပြိုင်ပွဲ ရာသီ ၏ သူ ရဲ့ ဒုတိယ ဆက် တိုက် ပြိုင်ပွဲ မှာ အနိုင်ရ ခဲ့ ပါတယ် ။,နယူး ဟ မ ့် ရှား ကား ပြေး လမ်း မှာ ၂၀ ၁ ၀ လန်း နေ ာ ့ အ င် ဒ တ် စ် ထ ရီ ရယ် တူး ၃၀ ၁ အတွင်း တနင်္ဂနွေ နေ့ မှာ န က်စ် ကာ တာ တို ဖ လား ပွဲ စဉ် ဒ ရ ိုင် ဘာ ဂျ င် မီ ဂျွန် ဆန် ဟာ ပြိုင်ပွဲ ရာသီ ၏ သူ ရဲ့ ဒုတိယ ဆက် တိုက် ပြိုင်ပွဲ မှာ အနိုင်ရ ခဲ့ ပါတယ် ။
False,▁ယူ အ က်စ် ▁ရဲ့ ▁ရှေ့ ဆောင် ▁အ တတ် ပညာ ဆိုင်ရာ ▁စ တော့ ▁ကား ▁ ပွဲ စဉ် ▁၏ ▁၂၀ ၁ ၀ ▁ ပွဲ ▁မှာ ▁သူ ရဲ့ ▁ငါး ကြိမ် မြောက် ▁အောင်ပွဲ ▁ ဖြစ်ပြီး ▁ အများဆုံး ▁အောင်ပွဲ တွေ ▁အတွက် ▁သူ့ ▁ကို ▁ဒ န် နီ ▁ ဟမ် လင် ▁နဲ့ ▁အဆင့် တူ သွား စေ ပါတယ် ▁။,ယူ အ က်စ် ရဲ့ ရှေ့ ဆောင် အ တတ် ပညာ ဆိုင်ရာ စ တော့ ကား ပွဲ စဉ် ၏ ၂၀ ၁ ၀ ပွဲ မှာ သူ ရဲ့ ငါး ကြိမ် မြောက် အောင်ပွဲ ဖြစ်ပြီး အများဆုံး အောင်ပွဲ တွေ အတွက် သူ့ ကို ဒ န် နီ ဟမ် လင် နဲ့ အဆင့် တူ သွား စေ ပါတယ် ။,ယူ အ က်စ် ရဲ့ ရှေ့ ဆောင် အ တတ် ပညာ ဆိုင်ရာ စ တော့ ကား ပွဲ စဉ် ၏ ၂၀ ၁ ၀ ပွဲ မှာ သူ ရဲ့ ငါး ကြိမ် မြောက် အောင်ပွဲ ဖြစ်ပြီး အများဆုံး အောင်ပွဲ တွေ အတွက် သူ့ ကို ဒ န် နီ ဟမ် လင် နဲ့ အဆင့် တူ သွား စေ ပါတယ် ။
False,▁အောင်ပွဲ ▁ဟာ ▁ဂျွန် ဆန် ▁ကို ▁အ မှတ် ▁ ၅ မှတ် ▁အပို ဆု ▁အပါအဝင် ▁အ မှတ် ▁၁၉ ၀ ▁ရ စေ ခဲ့ပြီး ▁သူ့ ▁ကို ▁အ မှတ် ▁မှာ ▁ ခေါင်းဆောင် နေ သူ ▁ ကယ် ဗ င် ▁ဟာ း ဗ စ် ▁နဲ့ ▁ နီးကပ် သွား စေ ▁ သော်လည်း ▁သူ ▁ဟာ ▁ဒုတိယ ▁ အနေအထား ▁မှာ ▁အ မှတ် ▁၁၀ ၅ မှတ် ▁ နောက်ကျ ▁ နေသေး တယ် ▁။,အောင်ပွဲ ဟာ ဂျွန် ဆန် ကို အ မှတ် ၅ မှတ် အပို ဆု အပါအဝင် အ မှတ် ၁၉ ၀ ရ စေ ခဲ့ပြီး သူ့ ကို အ မှတ် မှာ ခေါင်းဆောင် နေ သူ ကယ် ဗ င် ဟာ း ဗ စ် နဲ့ နီးကပ် သွား စေ သော်လည်း သူ ဟာ ဒုတိယ အနေအထား မှာ အ မှတ် ၁၀ ၅ မှတ် နောက်ကျ နေသေး တယ် ။,အောင်ပွဲ ဟာ ဂျွန် ဆန် ကို အ မှတ် ၅ မှတ် အပို ဆု အပါအဝင် အ မှတ် ၁၉ ၀ ရ စေ ခဲ့ပြီး သူ့ ကို အ မှတ် မှာ ခေါင်းဆောင် နေ သူ ကယ် ဗ င် ဟာ း ဗ စ် နဲ့ နီးကပ် သွား စေ သော်လည်း သူ ဟာ ဒုတိယ အနေအထား မှာ အ မှတ် ၁၀ ၅ မှတ် နောက်ကျ နေသေး တယ် ။
False,▁အ မှတ် ▁အဆင့် အတန်း ▁မှာ ▁ဟာ း ဗ စ် ▁နှင့် ▁ဂျွန် ဆန် ▁ဟာ ▁ပထမ ▁နဲ့ ▁ဒုတိယ ▁နေရာ ▁မှာ ▁ရှိနေ ပါတယ် ▁။,အ မှတ် အဆင့် အတန်း မှာ ဟာ း ဗ စ် နှင့် ဂျွန် ဆန် ဟာ ပထမ နဲ့ ဒုတိယ နေရာ မှာ ရှိနေ ပါတယ် ။,အ မှတ် အဆင့် အတန်း မှာ ဟာ း ဗ စ် နှင့် ဂျွန် ဆန် ဟာ ပထမ နဲ့ ဒုတိယ နေရာ မှာ ရှိနေ ပါတယ် ။
False,▁သူ ရဲ့ ▁ အသင်း တူ သူ ▁ ဟမ် လင်း ▁က ▁စတုတ္ထ ▁ဖြစ် နေ ▁ စဉ် မှာ ▁ ဂျ က် ဘာ တ ွ န် ▁နဲ့ ▁သူ ရဲ့ ▁မတော်တဆ ထိခိုက် မှု ▁ ကြောင့် ▁ကို င်း ဘ ွ ရှ် ▁ဟာ ▁တတိယ ▁နေရာ ▁မှာ ▁ရှိနေ ခဲ့တယ် ▁။,သူ ရဲ့ အသင်း တူ သူ ဟမ် လင်း က စတုတ္ထ ဖြစ် နေ စဉ် မှာ ဂျ က် ဘာ တ ွ န် နဲ့ သူ ရဲ့ မတော်တဆ ထိခိုက် မှု ကြောင့် ကို င်း ဘ ွ ရှ် ဟာ တတိယ နေရာ မှာ ရှိနေ ခဲ့တယ် ။,သူ ရဲ့ အသင်း တူ သူ ဟမ် လင်း က စတုတ္ထ ဖြစ် နေ စဉ် မှာ ဂျ က် ဘာ တ ွ န် နဲ့ သူ ရဲ့ မတော်တဆ ထိခိုက် မှု ကြောင့် ကို င်း ဘ ွ ရှ် ဟာ တတိယ နေရာ မှာ ရှိနေ ခဲ့တယ် ။
False,▁ ဂျ ော် ဒ န် ▁၊ ▁ ကတ် ဘ ွ ရှ် ▁၊ ▁မက် ကန် ဆက် ▁နှင့် ▁ဘာ တ ွ န် ▁ ထိပ် ဆုံး ရှ စ် ဦး ▁အ မှတ် ▁နေရာ များ ▁မှာ ▁ လိုက် နေ ပါတယ် ▁။,ဂျ ော် ဒ န် ၊ ကတ် ဘ ွ ရှ် ၊ မက် ကန် ဆက် နှင့် ဘာ တ ွ န် ထိပ် ဆုံး ရှ စ် ဦး အ မှတ် နေရာ များ မှာ လိုက် နေ ပါတယ် ။,ဂျ ော် ဒ န် ၊ ကတ် ဘ ွ ရှ် ၊ မက် ကန် ဆက် နှင့် ဘာ တ ွ န် ထိပ် ဆုံး ရှ စ် ဦး အ မှတ် နေရာ များ မှာ လိုက် နေ ပါတယ် ။
False,▁ဂ ရက် ▁ဘ စ် ဖ ဲ ▁ဟာ ▁ဒ ဿ မ နေရာ ▁ကို ▁ကျ ရောက် ခဲ့ ▁ သောကြောင့် ▁စ တိ ဝါ ဒ် ▁ဟာ ▁ဒုတိယ ပွဲ ▁ပြီး ဆုံး ▁ ပြီးနောက် ▁နေရာ ▁တစ်ခု ▁ တက် သွား ▁ပြီး ▁န ဝ မ ▁နေရာ ▁ ရောက်ရှိ ပါတယ် ▁။,ဂ ရက် ဘ စ် ဖ ဲ ဟာ ဒ ဿ မ နေရာ ကို ကျ ရောက် ခဲ့ သောကြောင့် စ တိ ဝါ ဒ် ဟာ ဒုတိယ ပွဲ ပြီး ဆုံး ပြီးနောက် နေရာ တစ်ခု တက် သွား ပြီး န ဝ မ နေရာ ရောက်ရှိ ပါတယ် ။,ဂ ရက် ဘ စ် ဖ ဲ ဟာ ဒ ဿ မ နေရာ ကို ကျ ရောက် ခဲ့ သောကြောင့် စ တိ ဝါ ဒ် ဟာ ဒုတိယ ပွဲ ပြီး ဆုံး ပြီးနောက် နေရာ တစ်ခု တက် သွား ပြီး န ဝ မ နေရာ ရောက်ရှိ ပါတယ် ။
False,▁ မား ခ် ▁ မာ တင် ▁နှင့် ▁ကား လ် ▁အ တ် ဝါ ဒ် စ် ▁တို့ ▁ဟာ ▁ ထိပ် ဆုံး ▁ ဆယ့်နှစ် ဦး ▁ ပတ် လည် မှာ ရှိ ▁ပြီး ▁လက်ရှိ ▁ ပြိုင် ကွင်း ▁ ထဲမှာ ▁ရှိနေ ပါတယ် ▁။,မား ခ် မာ တင် နှင့် ကား လ် အ တ် ဝါ ဒ် စ် တို့ ဟာ ထိပ် ဆုံး ဆယ့်နှစ် ဦး ပတ် လည် မှာ ရှိ ပြီး လက်ရှိ ပြိုင် ကွင်း ထဲမှာ ရှိနေ ပါတယ် ။,မား ခ် မာ တင် နှင့် ကား လ် အ တ် ဝါ ဒ် စ် တို့ ဟာ ထိပ် ဆုံး ဆယ့်နှစ် ဦး ပတ် လည် မှာ ရှိ ပြီး လက်ရှိ ပြိုင် ကွင်း ထဲမှာ ရှိနေ ပါတယ် ။ ။
False,▁ ဆစ် ဒ နီ ▁က ▁ရ န့် ဝ စ် ( ခ် ) ▁မြင် း ပြိုင် ကွင်း ▁မှ ▁ မျိုး သ န့် ▁ ပြိုင် မြင် း ▁ရှစ် ကောင် ▁ဟာ ▁မြင် း တုတ် ကွေး ရောဂါ ▁ ကူး စက် ခံခဲ့ရ တယ် ▁ ဆိုတာ ▁အတည်ပြု ခဲ့ ပါတယ် ▁။,ဆစ် ဒ နီ က ရ န့် ဝ စ် ( ခ် ) မြင် း ပြိုင် ကွင်း မှ မျိုး သ န့် ပြိုင် မြင် း,ဆစ် ဒ နီ က ရ န့် ဝ စ် ( ခ် ) မြင် း ပြိုင် ကွင်း မှ မျိုး သ န့် ပြိုင် မြင် း
False,▁ရ န့် ဝ စ် ( ခ် ) ▁ကို ▁ပိတ် ထား ခဲ့ ▁ပြီး ▁၂ လ ▁ အထိ ▁ ကြာ ကြာ ▁ဆက်လက် ထိ မ်း သိမ်း ထား ▁ ရန် ▁မျှော်လင့် ပါတယ် ▁။,ရ န့် ဝ စ် ( ခ် ) ကို ပိတ် ထား ခဲ့ ပါတယ် ။,ရ န့် ဝ စ် ( ခ် ) ကို ပိတ် ထား ခဲ့ ပါတယ် ။
False,▁အလွန် ပြင်းထန် သော ▁ တုတ် ကွေး ▁ဟာ ▁ရ န့် ဝ စ် ( ခ် ) ▁မှာ ▁အမြဲ ထားသော ▁မြင် း ▁ ၇ ၀၀ ▁ ထဲက ▁ အများစု ▁ကို ▁ ကူး စက် လိမ့်မယ် ▁လို့ ▁ခန့်မှန်း ထား ပါတယ် ▁။,အလွန် ပြင်းထန် သော တုတ် ကွေး ဟာ ရ န့် ဝ စ် ( ခ် ) မှာ အမြဲ ထားသော မြင် း ၇ ၀၀ ထဲက အများစု ကို ကူး စက် လိမ့်မယ် လို့ ခန့်မှန်း ထား ပါတယ် ။,အလွန် ပြင်းထန် သော တုတ် ကွေး ဟာ ရ န့် ဝ စ် ( ခ် ) မှာ အမြဲ ထားသော မြင် း ၇ ၀၀ ထဲက အများစု ကို ကူး စက် လိမ့်မယ် လို့ ခန့်မှန်း ထား ပါတယ် ။
False,▁ တုတ် ကွေး ▁ရဲ့ ▁နောက်ဆုံး ▁ လက္ခဏာ ▁နောက် ▁ရက် ▁ ၃၀ ▁ အထိ ▁အ ထောက် အ ပ ံ့ တွေ ▁ကို ▁သီးသန့် ထား လိမ့်မယ် ▁လို့ ▁အဓိက ▁စက် မှု ဇုန် ▁ရဲ့ ▁အ န် အ က် ( စ် ) ဒ ဗ လျ ူ ▁ ဝန်ကြီး ▁က ▁ပြော ခဲ့ ပါတယ် ▁။,တုတ် ကွေး ရဲ့ နောက်ဆုံး လက္ခဏာ နောက် ရက် ၃၀ အထိ အ ထောက် အ ပ ံ့ တွေ ကို သီးသန့် ထား လိမ့်မယ်,တုတ် ကွေး ရဲ့ နောက်ဆုံး လက္ခဏာ နောက် ရက် ၃၀ အထိ အ ထောက် အ ပ ံ့ တွေ ကို သီးသန့် ထား လိမ့်မယ်
False,▁အ န် အ က် ( စ် ) ဒ ဗ လျ ူ ▁နှင့် ▁ ကွင်း ( စ် ) လန်း ( ဒ် ) ▁တ လျှောက် မှ ▁အ ပန်း ဖြေ ရာ သုံး သော ▁မြင် း များ ▁ဒါ ဇ င် များစွာ ▁ ကူး စက် ခံရ ▁ သော်လည်း ▁ဒီ ဖြစ်ရပ် ▁ဟာ ▁ ပြိုင် မြင် း များ ▁အတွက် ▁ပထမဆုံး ▁ ကူး စက် ခြင်း ▁ဖြစ် ပါသည် ▁။,အ န် အ က် ( စ် ) ဒ ဗ လျ ူ နှင့် ကွင်း ( စ် ) လန်း ( ဒ် ) တ လျှောက် မှ အ ပန်း ဖြေ ရာ သုံး သော မြင် း များ ဒါ ဇ င် များစွာ ကူး စက် ခံရ,အ န် အ က် ( စ် ) ဒ ဗ လျ ူ နှင့် ကွင်း ( စ် ) လန်း ( ဒ် ) တ လျှောက် မှ အ ပန်း ဖြေ ရာ သုံး သော မြင် း များ
False,▁ တုတ် ကွေး ▁သည် ▁အလွန် ▁အလွယ်တကူ ▁ ကူး စက် ▁ သော်လည်း ▁လူသား များ ▁သို့ ▁မ ထုတ်လွှင့် နိုင် ပါ ▁။,တုတ် ကွေး သည် အလွန် အလွယ်တကူ ကူး စက် သော်လည်း လူသား များ သို့ မ ထုတ်လွှင့် နိုင် ပါ ။,တုတ် ကွေး သည် အလွန် အလွယ်တကူ ကူး စက် သော်လည်း လူသား များ သို့ မ ထုတ်လွှင့် နိုင် ပါ ။
False,▁အမျိုးသား ▁မြင် း ပွဲ ▁ပိတ် ထား ခြင်း ▁သည် ▁စက် မှု ့ လုပ်ငန်း ▁ကို ▁နေ့ စဉ် ▁ဒေါ်လာ များ ▁သန်း ပေါင်း ▁ဆယ် ဂဏန်း ▁ များစွာ ▁ ကုန် ကျ စေ ပါသည် ▁။,အမျိုးသား မြင် း ပွဲ ပိတ် ထား ခြင်း သည် စက် မှု ့ လုပ်ငန်း ကို နေ့ စဉ် ဒေါ်လာ များ သန်း ပေါင်း ဆယ် ဂဏန်း များစွာ ကုန် ကျ စေ ပါသည် ။ ။,အမျိုးသား မြင် း ပွဲ သည် စက် မှု ့ လုပ်ငန်း ကို နေ့ စဉ် ဒေါ်လာ များ သန်း ပေါင်း ဆယ် ဂဏန်း များစွာ ကုန် ကျ စေ ပါသည် ။ ။
False,"▁လွန်ခဲ့တဲ့ ▁ပိတ် ရက် ▁က ▁မြင် း ▁လှုပ်ရှားမှု ့ ▁ကို ▁တားမြစ် မှု ▁ရှိ ▁ ကတည်းက ▁မြင် း ပွဲ ▁ကို ▁အ လျင် ပြတ် စေ ▁ နေစဉ် တွင် ▁ဒီနေ့ ▁ ကတော့ ▁အ န် အ က် ( စ် ) ဒ ဗ လျ ူ ▁မှာ ▁မြင် း ပွဲ ▁ ဇ ုံ ▁အတွက် ▁ "" ▁ ဆိုး သော ▁၊ ▁အနက်ရောင် ▁နေ့ ▁ "" ▁တစ်နေ့ ▁ဖြစ် တယ် ▁လို့ ▁အ န် အ က် ( စ် ) ဒ ဗ လျ ူ ▁မြင် း ပွဲ ▁ရဲ့ ▁အလုပ် အမှုဆောင် ▁ အကြီးအကဲ ▁ ပီ တာ ▁ဗ ွ ီ လန်း ဒီ ( စ် ) ▁က ▁ပြော ခဲ့ ပါတယ် ▁။","အ န် အ က် ( စ် ) ဒ ဗ လျ ူ မှာ မြင် း ပွဲ ဇ ုံ အတွက် "" ဆိုး သော ၊ အနက်ရောင် နေ့ "" တစ်နေ့ ဖြစ် တယ် လို့ အ န် အ က် ( စ် ) ဒ ဗ လျ ူ မြင် း ပွဲ ရဲ့ အလုပ် အမှုဆောင် အကြီးအကဲ ပီ တာ ဗ ွ ီ လန်း ဒီ ( စ် ) က ပြော ခဲ့ ပါတယ် ။",အ န် အ က် ( စ် ) ဒ ဗ လျ ူ မြင် း ပွဲ
False,▁ဒီ ▁စ နေ ▁ တနင်္ဂနွေ ▁မှာ ▁အ န် အ က် ( စ် ) ဒ ဗ လျ ူ ▁နှင့် ▁ ကွင်း ( စ် ) လန်း ( ဒ် ) ▁ မှလွဲ၍ ▁ သြ စ တေး လျ တိုက် ▁ပြည်နယ် များ ▁အားလုံး ▁တွင် ▁မြင် း ပွဲ ▁ပြန် စ ▁ ဖို့ ▁မျှော်လင့် ပါတယ် ▁။,ဒီ စ နေ တနင်္ဂနွေ မှာ အ န် အ က် ( စ် ) ဒ ဗ လျ ူ နှင့် ကွင်း ( စ် ) လန်း ( ဒ် ) မှလွဲ၍ သြ စ တေး လျ တိုက် ပြည်နယ် များ အားလုံး တွင် မြင် း ပွဲ ပြန် စ ဖို့ မျှော်လင့် ပါတယ် ။,ဒီ စ နေ တနင်္ဂနွေ မှာ အ န် အ က် ( စ် ) ဒ ဗ လျ ူ နှင့် ကွင်း ( စ် ) လန်း ( ဒ် ) မှလွဲ၍ သြ စ တေး လျ တိုက် ပြည်နယ် များ အားလုံး တွင် မြင် း ပွဲ ပြန် ဖို့ မျှော်လင့် ပါတယ် ။
False,▁ ဆစ် ဒ နီ ▁ရဲ့ ▁ နွေဦး ရာသီ ▁မြင် း ပွဲ ▁ ဖွင့် ပွဲ ▁ကို ▁ဖျက်သိမ်း လိုက် ▁ စဉ် တွင် ▁ မဲ ( လ် ) ဘ ို နီ ▁ရဲ့ ▁ ပွဲ ▁ကို ▁ဒီ ▁စ နေ ▁ တနင်္ဂနွေ ▁တွင် ▁ ကော့ ဖီ း ( လ် ) ▁ဖ လား ပွဲ ▁နှင့် ▁စတင် ▁ ရန် ▁မျှော်လင့် ပါတယ် ▁။,ဆစ် ဒ နီ ရဲ့ နွေဦး ရာသီ မြင် း ပွဲ ဖွင့် ပွဲ ကို ဖျက်သိမ်း လိုက် စဉ် တွင် မဲ ( လ် ) ဘ ို နီ ရဲ့ ပွဲ ကို ဒီ စ နေ တနင်္ဂနွေ တွင် ကော့ ဖီ း ( လ် ) ဖ လား ပွဲ နှင့် စတင် ရန် မျှော်လင့် ပါတယ် ။,ဆစ် ဒ နီ ရဲ့ နွေဦး ရာသီ မြင် း ပွဲ ဖွင့် ပွဲ ကို ဖျက်သိမ်း လိုက် စဉ် တွင် မဲ ( လ် ) ဘ ို နီ ရဲ့ ပွဲ ကို ဒီ စ နေ တနင်္ဂနွေ တွင် ကော့ ဖီ း ( လ် ) ဖ လား ပွဲ နှင့် စတင် ရန် မျှော်လင့် ပါတယ် ။
False,▁ဗ ိုင်း ရပ် ( စ် ) ▁ ကင်း စင် တဲ့ ▁ပြည်နယ် ▁ အဖြစ် ▁ထားရှိ ▁ ဖို့ ▁ကြိုးပမ်း ▁ ရန် ▁ ဒေသ ▁မှာ ▁အထူး ▁ကြိုတင် ကာကွယ် မှုများ ▁နဲ့ ▁ဖ လား ပွဲ ▁ကို ▁ ကျင်းပ သွား လိမ့်မယ် ▁။,ဗ ိုင်း ရပ် ( စ် ) ကင်း စင် တဲ့ ပြည်နယ် အဖြစ် ထားရှိ ဖို့ ကြိုးပမ်း ရန်,ဗ ိုင်း ရပ် ( စ် ) ကင်း စင် တဲ့ ပြည်နယ် အဖြစ် ထားရှိ
